array,camera,site,buff_dist,buffer_area,harvest_area,well_bitumen,well_oil,pipeline,well_other,clearing_wellpad_unconfirmed,clearing_unknown,well_aband,misc_oil_gas_facility,urban_residence,country_residence,conventional_seismic,trail,harvest_area_white_zone,rough_pasture,well_gas,well_cased,vegetated_edge_roads,road_gravel_1l,road_gravel_2l,road_unimproved,truck_trail,road_unclassified,road_paved_undiv_2l,borrowpits,borrowpit_dry,borrowpit_wet,sump,low_impact_seismic,oil_gas_plant,grvl_sand_pit,transmission_line,surrounding_veg,camp_industrial,vegetated_edge_railways,facility_unknown,lagoon,runway,facility_other,open_pit_mine,ris_transmission_line,ris_clearing_unknown,ris_facility_unknown,ris_facility_operations,ris_plant,urban_industrial,ris_oilsands_rms,ris_reclaimed_permanent,mines_oilsands,ris_soil_salvaged,ris_waste,ris_drainage,ris_road,airp_runway,ris_borrowpits,tame_pasture,ris_tailing_pond,ris_reclaimed_temp,road_winter,recreation,greenspace,well_cleared_not_confirmed,ris_reclaimed_certified,ris_soil_replaced,ris_mines_oilsands,ris_windrow,tailing_pond,ris_overburden_dump,canal,rlwy_mlt_track,road_paved_2l,road_unpaved_2l,road_paved_3l,road_paved_div,campground,reservoir,road_paved_1l,cultivation_abandoned,rlwy_sgl_track,crop,rural_residence,road_paved_undiv_1l,residence_clearing,golfcourse,landfill,transfer_station,well_cleared_not_drilled,well_unknown,ris_camp_industrial,ris_utilities,ris_reclaim_ready,ris_airp_runway,dugout,ris_tank_farm,mill,mines_pitlake,rlwy_dbl_track,road_paved_4l,interchange_ramp,road_paved_5l,lc_class20,lc_class32,lc_class33,lc_class34,lc_class50,lc_class110,lc_class120,lc_class210,lc_class220,lc_class230
LU09,13,LU09_13,250,196259.83591096802,0,0.007703426803287541,0,0.013303363703076401,0,0,0,0,0,0,0,0.00314915034293973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3834676859141496e-4,0,0,0,0.9996616563081943,0,0
LU09,18,LU09_18,250,196259.835911,0,0,0,0.034903108999733104,0,0,0,0,0,0,0,0.012670399338067602,0,0,0,0,0,0.05915876293640701,0,0,0,0,0,0.025474309946301704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152618521116255,0,0,0,0,0.847381390537813,0
LU09,21,LU09_21,250,196259.83591094398,0,0,0,0,0,0,0,0,0,0,0,0.0194481331160309,0,0,0,0,0,0.09131914450397399,0.0200560572026773,0,0,0,0,0,0.023592269458080694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007749800549689711,0.09919707919031757,0,0,0,0.23409339495204504,0.6589597763188302,0
LU09,24,LU09_24,250,196259.835910931,0,0,0,0.09659561088018062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09400578870557001,0,0.0305561833774737,0,0,0,0,0.025505668630559804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15866699769460701,0.00881748574260597,0.12662571900500497,0,0.17751332779300102,0.46149057335178106,0.0668859416426041
LU09,28,LU09_28,250,196259.835910923,0,0,0,0.12430544208125803,0,0,0,0,0,0,0,0.0102704551490718,0,0,0,0,0,0.0227712842802318,0.023066885270921995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184115111376842,0,0,0,0.18557373975907898,0.630311198520697,0
LU09,29,LU09_29,250,196259.835911034,0,0,0,0.06462305722573221,0,0,0,0,0,0,0,0.007133014379826539,0,0,0,0.0389069047187508,0,0.04290632184018921,0,0.022276132737366797,0,0.006457629609175691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265781528912759,0,0.0923265153595847,0,0.298119146580809,0.343772700221834,0
LU09,30,LU09_30,250,196259.835910888,0.012662921089414999,0,0,0.03959066963820471,0,0,0.036770445551452084,0,0.114504964679208,0,0,0.007985046421707923,0,0,0,0.06054828281488879,0,0.050829993739464105,0.00375366562730045,0.0284741398966044,0,0,0,0,0.0146917970361085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17969820744632706,0,0,0,0.0828940112754673,0.7374077743966759,0
LU09,31,LU09_31,250,196259.83591099,0,0,0,0.033625225641696004,0,0,0,0.0509529231758996,0,0,0,0.0216590267976199,0,0,0,0,0,0.046024933158963395,0,0.028756751795876098,0,0,0,0,0.0143977329892692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22257258421727,0,0,0,0.04710671379698841,0.5396399133371431,0.19068079000924698
LU09,32,LU09_32,250,196259.835911,0,0,0,0.0174212603517904,0,0,0.04248402993143469,0.050918982383900205,0,0,0,0,0,0,0,0,0,0.03289257028411871,0,0.02256698264039,0.025635773866308602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08864149998232568,0,0,0,0.0222458173225462,0.889112682594109,0
LU09,33,LU09_33,250,196259.83591104098,0,0,0,0.0295662843260012,0,0,0.114188909732603,0,0,0,0,0.012367235036692,0,0,0,0,0,0.04683781676037171,0,0.0307441550236468,0,0,0,0,0,0,0.0644091149864005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14072542909022603,0,0,0,0,0.7525466899558849,0.10672788207169802
LU09,39,LU09_39,250,196259.83591086,0,0,0,0.0924316554363976,0,0,0,0.04849975793541741,0,0,0,0,0,0,0,0,0,0.0169693034354234,0.0012286613616595001,0.010385637755913502,0,0,0,0,1.1846022216867502e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11580673942114701,0,0.180369979796264,0,0.7038232452414379,0,0
LU09,41,LU09_41,250,196259.83591099898,0.23599250701449304,0,0,0.133038765036079,0,0,0,0,0,0,0,0.0064584064164300015,0,0,0,0.0275499944915521,0,0.019767791676187897,0.019853521444913896,0,0,0.00226587341441303,0,0,0.013954576170899501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17380800787117504,0,0.039471370833188704,0,0.314901336170544,0.3208799718538231,0.15093926902460003
LU09,44,LU09_44,250,196259.835910956,0,0,0,0,0,0,0,0.049926843450609694,0,0,0,0,0,0,0,0,0,0.007190062198880789,0.0041112811044814405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487519312118444,0,0,0,0.951248026895901,0,0
LU09,51,LU09_51,250,196259.835910889,0,0.0372101414048476,0,0.03351881699510841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120344124054793,0.020510879226288498,0,0,0,0,0,0,0,0,0.0651597571791225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14860674067049404,0.281296828320196,0.006710535193047438,0,0.3503867828906091,0,0.21299923070370405
LU09,55,LU09_55,250,196259.835911002,0,0,0,0.04372329974418972,0,0,0.09806800144006991,0.0520063600658721,0,0,0,0,0,0,0,0,0,0.026461403700012,0.018968823616994004,0,0.0073662062785693995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25346061912919704,0,0,0,0.46752918124812404,0.27901013803569,0
LU09,57,LU09_57,250,196259.835911029,0,0.03921161930809891,0,0.03714532162307611,0,0,0,0,0,0,0,0.010532400038252301,0,0,0,0,0,0.0125087618574654,0.012254634646270999,0,0,0,0,0,0,0,0,0.019879968350746895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09989650815864619,0.33050316190288304,0,0,0.49138441243762004,0.07821593840451062,0
LU09,62,LU09_62,250,196259.835910901,0,0,0,0.103668834954161,0,0,0,0,0,0,0,0.013133880394610402,0,0,0,0.0421923909874971,0,0.03610729712990201,0.0351858386585045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33027448368447704,0,0,0,0.6697256219362699,0,0
LU09,63,LU09_63,250,196259.835911001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07909412229724071,0,0.0323360435014586,0,0,0,0,0,0.05372697064930841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138552606334591,0.0329246313366759,0,0,0.738753860980549,0.0897689330029844,0
LU09,64,LU09_64,250,196259.835910951,0,0,0,0.03806744738284879,0,0,0,0,0,0,0,0.010192836515059702,0,0,0,0,0,0.0374482055985651,0,0.022529006519451698,0,0,0,0,0,0.011717478011841897,0.116021792127173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11560852099169701,0,0.26157194585589205,0,0.6228193763892731,0,0
LU09,65,LU09_65,250,196259.835910948,0,0.044440494237374895,0,0.055054953987724586,0,0,0,0,0,0,0,0.014696357275168801,0,0,0,0,0,0.00566563514719263,0.00338749531007567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559218107140996,0,0,0,0.9440781973118461,0,0
LU09,67,LU09_67,250,196259.835910928,0,0,0,0.09407024465542731,0.06262559367187731,0,0,0,0,0,0,0,0,0,0,0,0,0.00891743459222736,0.008188979242790339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07819855925873642,0,0.303296897004505,0,0.61850448717555,0,0
LU09,68,LU09_68,250,196259.835910916,0,0.009993809624294827,0,0.031849722066213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029705119010388296,0.023569985952338005,0,0,0,0,0,0,0.0132537659814371,0,0.06820976827130482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42420559708911704,0.49837720762849,0.07741719527848301
LU09,72,LU09_72,250,196259.835910964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08351969358089649,0,0.026324359771148203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15306907463757502,0,0,0,0.15881677848295603,0.5153653187376819,0.17274877472826303
LU09,73,LU09_73,250,196259.83591089098,0,0,0,0.056276901009119404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028935785547853005,0.017335848489818697,0,0,0,0,0,0,0,0,0.0272916623598647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15606444230218705,2.681469654202609e-4,0.17543073716347204,0,0.163053844986353,0,0.5051828468750329
LU09,75,LU09_75,250,196259.83591091703,0,0.06947428115149819,0,0.0441580609572994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.284497544578972e-4,0.121319691410635,0.627958297490057,0,0.24999355008995602,0,0
LU09,76,LU09_76,250,196259.83591092398,0,0.03850594050673259,0,0.0576489530119621,0,0,0,0.0280118570762482,0,0,0,0.00406081787414598,0,0,0,0,0,0.00973231016173511,0.0055084213347593395,0,0,0,0,0,0,0,0,0.056788655072452295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110833084846142,0,0.00229935931491953,0,0.5577012102583843,0.329166356929396,0
LU09,77,LU09_77,250,196259.835910923,0,0.07712972730158184,0,0.17393514214770106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206130307562691,0.017389911243176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112607450513413,0.57202604963091,0,0,0.139843389368787,0.14203410930292604,0.03348897240944249
LU09,79,LU09_79,250,196259.835910959,0,0,0,0,0,0,0,0,0,0,0,0.013329709266858602,0,0,0,0,0,0.06760511912581961,0,0.0266002000380979,0,0,0,0,0,0.04272956339741,0.0038842079729486706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13749854475818202,0,0,0,0.7133411905166159,0.14916028812665202,0
LU09,80,LU09_80,250,196259.835910942,0,0,0,0,0,0,0,0,0,0,0,0.0143487488938583,0,0,0,0,0,0.0598900108009128,0,0.028517474936861603,0,0,0,0,0,0.057784276842075585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242174081455051,0,0,0,0.7524603667847228,0.0053654960545964315,0
LU09,81,LU09_81,250,196259.835910969,0,0,0,0.0130017333012447,0,0,0.03153473232261299,0.0640235643677185,0,0,0,0.00733296302312298,0,0,0,0,0,0.009229830667745567,0.011552173008395897,0,0.0023043429623562798,0,0,0,0,0,0,0.178522969657571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09481104547164532,0,0.2682708090678761,0,0.535560235688431,0.101357932233113,0
LU09,82,LU09_82,250,196259.83591099,0,0,0,0.07574250054957252,0,0,0,0,0,0,0,0,0.00694712399088636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902631225944537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27121449753680904,0.365658846183443,0,0.055552545912719,0,0.307574110365387
